"","ID","Name","CountryCode","District","Population","lon","lat"
"1962",2280,"Floridablanca","COL","Santander",221913,-73.1069693,7.0723921
"1963",2281,"Sincelejo","COL","Sucre",220704,-75.3905567,9.3045773
"1964",2283,"Barrancabermeja","COL","Santander",178020,-73.8519319,7.0617085
"1965",2284,"Dos Quebradas","COL","Risaralda",159363,-75.6805678,4.8318256
"1966",2286,"Envigado","COL","Antioquia",135848,-75.5873636,6.1696109
"1967",2287,"Cartago","COL","Valle",125884,-83.9161935,9.8638091
"1968",2288,"Girardot","COL","Cundinamarca",110963,-74.8031414,4.3045959
"1969",2289,"Buga","COL","Valle",110699,-76.3021889,3.9005079
"1970",2292,"Maicao","COL","La Guajira",108053,-72.2485171,11.3789335
"1971",2294,"Giron","COL","Santander",90688,-79.1463868,-3.1582299
"1973",2296,"Brazzaville","COG","Brazzaville",950000,15.2428853,-4.2633597
"1976",2299,"Lubumbashi","COD","Shaba",851381,27.5026174,-11.6876026
"1977",2300,"Mbuji-Mayi","COD","East Kasai",806475,23.5966577,-6.1306709
"1980",2304,"Likasi","COD","Shaba",299118,26.7378585,-10.9884148
"1981",2305,"Bukavu","COD","South Kivu",201569,28.8480284,-2.5123017
"1982",2306,"Kikwit","COD","Bandundu",182142,18.7838572,-5.0487359
"1983",2307,"Tshikapa","COD","West Kasai",180860,20.7956878,-6.4237489
"1984",2309,"Mbandaka","COD","Equateur",169841,18.2970692,0.0265717
"1986",2312,"Uvira","COD","South Kivu",115590,29.1448793,-3.3728836
"1987",2313,"Butembo","COD","North Kivu",109406,29.3018011,0.114047
"1989",2315,"Kalemie","COD","Shaba",101309,29.1913918,-5.9127393
"1990",2316,"Bantam","CCK","Home Island",503,106.1632389,-6.0354324
"1992",2318,"Pyongyang","PRK","Pyongyang-si",2484000,125.7625241,39.0392193
"1996",2322,"Sinuiju","PRK","Pyongan P",326011,124.4489192,40.0823213
"1997",2323,"Wonsan","PRK","Kangwon",300148,127.4460001,39.1538529
"1998",2324,"Phyongsong","PRK","Pyongan N",272934,125.861953,39.2604149
"1999",2325,"Sariwon","PRK","Hwanghae P",254146,125.7516069,38.5023428
"2000",2326,"Haeju","PRK","Hwanghae N",229172,125.7079231,38.0375021
"2001",2327,"Kanggye","PRK","Chagang",223410,126.5990916,40.9676726
"2002",2328,"Kimchaek","PRK","Hamgyong P",179000,129.1902694,40.668162
"2003",2329,"Hyesan","PRK","Yanggang",178020,128.1744945,41.387384
"2004",2330,"Kaesong","PRK","Kaesong-si",171500,126.5877948,37.9381943
"2005",2331,"Seoul","KOR","Seoul",9981619,126.9779692,37.566535
"2007",2333,"Inchon","KOR","Inchon",2559424,126.7052062,37.4562557
"2008",2334,"Taegu","KOR","Taegu",2548568,128.601445,35.8714354
"2010",2336,"Kwangju","KOR","Kwangju",1368341,126.8526012,35.1595454
"2011",2337,"Ulsan","KOR","Kyongsangnam",1084891,129.3113596,35.5383773
"2012",2338,"Songnam","KOR","Kyonggi",869094,127.1388684,37.4449168
"2014",2340,"Suwon","KOR","Kyonggi",755550,127.0286009,37.2635727
"2015",2341,"Anyang","KOR","Kyonggi",591106,114.392392,36.097577
"2016",2342,"Chonju","KOR","Chollabuk",563153,127.1479532,35.8242238
"2017",2343,"Chongju","KOR","Chungchongbuk",531376,125.2066831,39.6975916
"2018",2344,"Koyang","KOR","Kyonggi",518282,126.8320201,37.6583599
"2019",2345,"Ansan","KOR","Kyonggi",510314,126.8308848,37.3218778
"2021",2347,"Chang-won","KOR","Kyongsangnam",481694,-81.5070926,41.4639849
"2022",2348,"Masan","KOR","Kyongsangnam",441242,128.581433,35.213516
"2023",2349,"Kwangmyong","KOR","Kyonggi",350914,125.7876318,39.06717
"2024",2350,"Chonan","KOR","Chungchongnam",330259,140.2370646,35.3864209
"2025",2351,"Chinju","KOR","Kyongsangnam",329886,128.1076213,35.1799817
"2026",2352,"Iksan","KOR","Chollabuk",322685,126.9575991,35.9482858
"2028",2354,"Kumi","KOR","Kyongsangbuk",311431,-115.175962,36.093987
"2029",2355,"Uijongbu","KOR","Kyonggi",276111,127.0336819,37.738098
"2030",2356,"Kyongju","KOR","Kyongsangbuk",272968,129.2247477,35.8561719
"2033",2359,"Kimhae","KOR","Kyongsangnam",256370,128.8893517,35.2285451
"2035",2361,"Mokpo","KOR","Chollanam",247452,126.3921664,34.8118351
"2036",2362,"Yong-in","KOR","Kyonggi",242643,127.1775537,37.2410864
"2037",2363,"Wonju","KOR","Kang-won",237460,127.9201621,37.3422186
"2038",2364,"Kunpo","KOR","Kyonggi",235233,126.9351741,37.3616703
"2040",2366,"Namyangju","KOR","Kyonggi",229060,127.2165279,37.6360028
"2041",2367,"Kangnung","KOR","Kang-won",220403,128.8760574,37.751853
"2043",2369,"Andong","KOR","Kyongsangbuk",188443,128.729357,36.5683543
"2044",2370,"Yosu","KOR","Chollanam",183596,127.6622221,34.7603737
"2045",2371,"Kyongsan","KOR","Kyongsangbuk",173746,128.7415441,35.8250555
"2046",2372,"Paju","KOR","Kyonggi",163379,126.7801781,37.7598688
"2047",2373,"Yangsan","KOR","Kyongsangnam",163351,129.0371689,35.3350072
"2049",2375,"Asan","KOR","Chungchongnam",154663,127.0018494,36.789796
"2050",2376,"Koje","KOR","Kyongsangnam",147562,128.6210824,34.8806427
"2052",2378,"Nonsan","KOR","Chungchongnam",146619,127.0987453,36.1870656
"2053",2379,"Kuri","KOR","Kyonggi",142173,-122.2325213,37.4947989
"2054",2380,"Chong-up","KOR","Chollabuk",139111,-117.086846,33.507338
"2055",2381,"Chechon","KOR","Chungchongbuk",137070,128.1909481,37.1325821
"2056",2382,"Sosan","KOR","Chungchongnam",134746,126.4503169,36.7844993
"2057",2383,"Shihung","KOR","Kyonggi",133443,126.8031025,37.3798877
"2058",2384,"Tong-yong","KOR","Kyongsangnam",131717,-79.2661955,43.7884413
"2060",2386,"Yongju","KOR","Kyongsangbuk",131097,113.8208433,22.7962688
"2062",2388,"Sangju","KOR","Kyongsangbuk",124116,128.1590828,36.4109466
"2063",2389,"Poryong","KOR","Chungchongnam",122604,126.6129441,36.3331629
"2064",2390,"Kwang-yang","KOR","Chollanam",122052,-122.8455966,49.1979889
"2065",2391,"Miryang","KOR","Kyongsangnam",121501,128.7464415,35.5037598
"2066",2392,"Hanam","KOR","Kyonggi",115812,127.2148919,37.5392646
"2067",2393,"Kimje","KOR","Chollabuk",115427,126.8808872,35.8036079
"2068",2394,"Yongchon","KOR","Kyongsangbuk",113511,124.4625341,39.9824639
"2069",2395,"Sachon","KOR","Kyongsangnam",113494,120.9917018,14.4419749
"2070",2396,"Uiwang","KOR","Kyonggi",108788,126.9683104,37.344701
"2071",2397,"Naju","KOR","Chollanam",107831,-85.5857593,30.153404
"2072",2398,"Namwon","KOR","Chollabuk",103544,127.3904877,35.416357
"2074",2400,"Mun-gyong","KOR","Kyongsangbuk",92239,128.1867972,36.586148
"2075",2401,"Athenai","GRC","Attika",772072,23.7275388,37.9838096
"2076",2402,"Thessaloniki","GRC","Central Macedonia",383967,22.9444191,40.6400629
"2077",2403,"Pireus","GRC","Attika",182671,23.6469832,37.9429857
"2079",2405,"Peristerion","GRC","Attika",137288,23.6859275,38.0176649
"2081",2407,"Kallithea","GRC","Attika",114233,23.7020975,37.955893
"2082",2408,"Larisa","GRC","Thessalia",113090,22.4191254,39.6390224
"2084",2410,"Split","HRV","Split-Dalmatia",189388,16.4401935,43.5081323
"2085",2411,"Rijeka","HRV","Primorje-Gorski Kota",167964,14.442176,45.3270631
"2086",2412,"Osijek","HRV","Osijek-Baranja",104761,18.6955144,45.5549624
"2090",2420,"Bayamo","CUB","Granma",141000,-76.6297189,20.3719163
"2092",2422,"Victoria de las Tunas","CUB","Las Tunas",132350,-76.9527836,20.957938
"2095",2427,"al-Salimiya","KWT","Hawalli",130215,48.0715612,29.3352938
"2096",2428,"Jalib al-Shuyukh","KWT","Hawalli",102178,47.9366629,29.2552218
"2098",2430,"Nicosia","CYP","Nicosia",195000,33.3822764,35.1855659
"2099",2431,"Limassol","CYP","Limassol",154400,33.0226174,34.7071301
"2101",2433,"Savannakhet","LAO","Savannakhet",96652,104.7705509,16.5722464
"2102",2434,"Riga","LVA","Riika",764328,24.1051865,56.9496487
"2104",2436,"Liepaja","LVA","Liepaja",89439,21.010806,56.5046678
"2105",2437,"Maseru","LSO","Maseru",297000,27.4869229,-29.3150767
"2107",2439,"Tripoli","LBN","al-Shamal",240000,13.1913383,32.8872094
"2109",2441,"Tripoli","LBY","Tripoli",1682000,13.1913383,32.8872094
"2111",2443,"Misrata","LBY","Misrata",121669,15.0992556,32.3255884
"2112",2444,"al-Zawiya","LBY","al-Zawiya",89338,12.7364962,32.7630282
"2113",2445,"Schaan","LIE","Schaan",5346,9.5105301,47.1675004
"2114",2446,"Vaduz","LIE","Vaduz",5043,9.5209277,47.1410303
"2115",2447,"Vilnius","LTU","Vilna",577969,25.2796514,54.6871555
"2116",2448,"Kaunas","LTU","Kaunas",412639,23.9035965,54.8985207
"2117",2449,"Klaipeda","LTU","Klaipeda",202451,21.1442795,55.7032948
"2118",2451,"Panevezys","LTU","Panevezys",133695,24.3574774,55.7347915
"2119",2454,"Macao","MAC","Macau",437500,113.543873,22.198745
"2120",2455,"Antananarivo","MDG","Antananarivo",675669,47.5079055,-18.8791902
"2121",2456,"Toamasina","MDG","Toamasina",127441,49.3957836,-18.1442811
"2122",2458,"Mahajanga","MDG","Mahajanga",100807,46.3336857,-15.6921494
"2123",2459,"Fianarantsoa","MDG","Fianarantsoa",99005,47.0875045,-21.4546147
"2124",2460,"Skopje","MKD","Skopje",444299,21.4279956,41.9973462
"2125",2461,"Blantyre","MWI","Blantyre",478155,-73.258821,42.335961
"2126",2462,"Lilongwe","MWI","Lilongwe",435964,33.7741195,-13.9626121
"2127",2463,"Male","MDV","Maale",71000,73.5093474,4.1754959
"2128",2464,"Kuala Lumpur","MYS","Wilayah Persekutuan",1297526,101.686855,3.139003
"2129",2465,"Ipoh","MYS","Perak",382853,101.090106,4.597479
"2130",2466,"Johor Baharu","MYS","Johor",328436,103.7413591,1.492659
"2131",2467,"Petaling Jaya","MYS","Selangor",254350,101.5944885,3.1278871
"2132",2468,"Kelang","MYS","Selangor",243355,101.39283,2.999852
"2133",2469,"Kuala Terengganu","MYS","Terengganu",228119,103.1370142,5.329624
"2134",2470,"Pinang","MYS","Pulau Pinang",219603,-75.7419988,39.7113036
"2135",2471,"Kota Bharu","MYS","Kelantan",219582,102.2776838,6.1167855
"2136",2472,"Kuantan","MYS","Pahang",199484,103.2201828,3.7633859
"2137",2473,"Taiping","MYS","Perak",183261,100.7416339,4.851932
"2138",2474,"Seremban","MYS","Negeri Sembilan",182869,101.9378239,2.725889
"2139",2475,"Kuching","MYS","Sarawak",148059,110.3785438,1.6076812
"2141",2477,"Sandakan","MYS","Sabah",125841,118.1171729,5.839444
"2142",2478,"Alor Setar","MYS","Kedah",124412,100.3678178,6.1248
"2143",2479,"Selayang Baru","MYS","Selangor",124228,101.6538245,3.263739
"2144",2480,"Sungai Petani","MYS","Kedah",114763,100.4894179,5.643589
"2145",2481,"Shah Alam","MYS","Selangor",102019,101.518461,3.073281
"2147",2483,"Birkirkara","MLT","Outer Harbour",21445,14.4665072,35.8954706
"2148",2484,"Valletta","MLT","Inner Harbour",7073,14.5145528,35.8989085
"2149",2485,"Casablanca","MAR","Casablanca",2940623,-7.5898434,33.5731104
"2150",2487,"Marrakech","MAR","Marrakech-Tensift-Al",621914,-7.9810845,31.6294723
"2152",2495,"Safi","MAR","Doukkala-Abda",262300,-9.2272033,32.3008151
"2153",2497,"Mohammedia","MAR","Casablanca",154706,-7.3848547,33.6835086
"2154",2498,"Khouribga","MAR","Chaouia-Ouardigha",152090,-6.9208655,32.886023
"2155",2499,"Beni-Mellal","MAR","Tadla-Azilal",140212,-6.375799,32.342443
"2156",2501,"El Jadida","MAR","Doukkala-Abda",119083,-8.5007116,33.2316326
"2160",2507,"Dalap-Uliga-Darrit","MHL","Majuro",28000,171.3640022,7.1217836
"2162",2509,"Nouakchott","MRT","Nouakchott",667300,-15.9582372,18.0735299
"2163",2511,"Port-Louis","MUS","Port-Louis",138200,57.5012222,-20.1608912
"2164",2512,"Beau Bassin-Rose Hill","MUS","Plaines Wilhelms",100616,57.468383,-20.2230305
"2165",2513,"Vacoas-Phoenix","MUS","Plaines Wilhelms",98464,57.4938355,-20.2984026
"2166",2514,"Mamoutzou","MYT","Mamoutzou",12000,45.227872,-12.7809488
"2167",2516,"Guadalajara","MEX","Jalisco",1647720,-103.3496092,20.6596988
"2168",2518,"Puebla","MEX","Puebla",1346176,-98.2062727,19.0414398
"2169",2521,"Tijuana","MEX","Baja California",1212232,-117.0382471,32.5149469
"2170",2524,"Zapopan","MEX","Jalisco",1002239,-103.416501,20.6719563
"2171",2526,"Mexicali","MEX","Baja California",764902,-115.4522623,32.6245389
"2172",2531,"Chihuahua","MEX","Chihuahua",670208,-105.7820674,28.4854458
"2173",2535,"Aguascalientes","MEX","Aguascalientes",643360,-102.2915677,21.8852562
"2174",2538,"Hermosillo","MEX","Sonora",608697,-110.9559192,29.0729673
